instances_per_class,cv_index,Validation_FFT_accuracy,Test_loss,Test_TOP_FFT_accuracy,Test_accuracy,Test_TOP_accuracy
1,0,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
1,1,0.0,0.604349449828819,0.0,0.009523809523809525,0.02857142857142857
1,2,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
1,3,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
1,4,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
1,5,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
1,6,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
1,7,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
1,8,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
1,9,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,0,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,1,0.0,0.604349449828819,0.0,0.009523809523809525,0.02857142857142857
2,2,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,3,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,4,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,5,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,6,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,7,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,8,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
2,9,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,0,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,1,0.0,0.604349449828819,0.0,0.009523809523809525,0.02857142857142857
3,2,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,3,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,4,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,5,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,6,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,7,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,8,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
3,9,0.0,0.6108809510866801,0.0,0.009523809523809525,0.03333333333333333
4,0,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
4,1,0.0,0.5701865840841223,0.5,0.04285714285714286,0.09047619047619047
4,2,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
4,3,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
4,4,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
4,5,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
4,6,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
4,7,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
4,8,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
4,9,0.0,0.5735884485421358,0.0,0.047619047619047616,0.1
5,0,0.5,0.43473829053066393,0.5,0.28095238095238095,0.42857142857142855
5,1,0.0,0.37401265071498024,0.5,0.34285714285714286,0.5333333333333333
5,2,0.0,0.5718851111553334,0.0,0.08095238095238096,0.12380952380952381
5,3,0.5,0.43473829053066393,0.5,0.28095238095238095,0.42857142857142855
5,4,0.5,0.43473829053066393,0.5,0.28095238095238095,0.42857142857142855
5,5,0.5,0.43473829053066393,0.5,0.28095238095238095,0.42857142857142855
5,6,0.5,0.43473829053066393,0.5,0.28095238095238095,0.42857142857142855
5,7,0.5,0.43473829053066393,0.5,0.28095238095238095,0.42857142857142855
5,8,0.5,0.43473829053066393,0.5,0.28095238095238095,0.42857142857142855
5,9,0.5,0.43473829053066393,0.5,0.28095238095238095,0.42857142857142855
6,0,0.0,0.5741774263205351,0.5,0.05714285714285714,0.11428571428571428
6,1,0.5,0.34921346991150465,0.5,0.3761904761904762,0.5380952380952381
6,2,0.5,0.32427155861148127,0.5,0.4666666666666667,0.5857142857142857
6,3,0.0,0.5741774263205351,0.5,0.05714285714285714,0.11428571428571428
6,4,0.0,0.5741774263205351,0.5,0.05714285714285714,0.11428571428571428
6,5,0.0,0.5741774263205351,0.5,0.05714285714285714,0.11428571428571428
6,6,0.0,0.5741774263205351,0.5,0.05714285714285714,0.11428571428571428
6,7,0.0,0.5741774263205351,0.5,0.05714285714285714,0.11428571428571428
6,8,0.0,0.5741774263205351,0.5,0.05714285714285714,0.11428571428571428
6,9,0.0,0.5741774263205351,0.5,0.05714285714285714,0.11428571428571428
7,0,0.0,0.3222450238687021,0.0,0.46190476190476193,0.6190476190476191
7,1,0.5,0.3319341214718642,0.5,0.40476190476190477,0.5476190476190477
7,2,0.5,0.3184770279460483,0.5,0.48095238095238096,0.6428571428571429
7,3,0.5,0.29468007661678175,0.5,0.44761904761904764,0.6190476190476191
7,4,0.0,0.3222450238687021,0.0,0.46190476190476193,0.6190476190476191
7,5,0.0,0.3222450238687021,0.0,0.46190476190476193,0.6190476190476191
7,6,0.0,0.3222450238687021,0.0,0.46190476190476193,0.6190476190476191
7,7,0.0,0.3222450238687021,0.0,0.46190476190476193,0.6190476190476191
7,8,0.0,0.3222450238687021,0.0,0.46190476190476193,0.6190476190476191
7,9,0.0,0.3222450238687021,0.0,0.46190476190476193,0.6190476190476191
8,0,0.5,0.309374068070341,0.5,0.5238095238095238,0.6571428571428571
8,1,0.5,0.28295099624881037,0.5,0.47619047619047616,0.6571428571428571
8,2,0.5,0.27831801109843785,0.5,0.5666666666666667,0.6904761904761905
8,3,0.5,0.28963284967122255,0.5,0.4714285714285714,0.6571428571428571
8,4,0.5,0.309374068070341,0.5,0.5238095238095238,0.6571428571428571
8,5,0.5,0.309374068070341,0.5,0.5238095238095238,0.6571428571428571
8,6,0.5,0.309374068070341,0.5,0.5238095238095238,0.6571428571428571
8,7,0.5,0.309374068070341,0.5,0.5238095238095238,0.6571428571428571
8,8,0.5,0.309374068070341,0.5,0.5238095238095238,0.6571428571428571
8,9,0.5,0.309374068070341,0.5,0.5238095238095238,0.6571428571428571
9,0,1.0,0.2832958185010486,1.0,0.5095238095238095,0.6285714285714286
9,1,0.5,0.3155981420918747,0.5,0.44761904761904764,0.5952380952380952
9,2,0.5,0.25629713110349794,0.5,0.5857142857142857,0.7095238095238096
9,3,0.5,0.4498543684129362,0.5,0.319047619047619,0.44761904761904764
9,4,0.5,0.3037351386414634,0.5,0.5380952380952381,0.6952380952380952
9,5,1.0,0.2832958185010486,1.0,0.5095238095238095,0.6285714285714286
9,6,1.0,0.2832958185010486,1.0,0.5095238095238095,0.6285714285714286
9,7,1.0,0.2832958185010486,1.0,0.5095238095238095,0.6285714285714286
9,8,1.0,0.2832958185010486,1.0,0.5095238095238095,0.6285714285714286
9,9,1.0,0.2832958185010486,1.0,0.5095238095238095,0.6285714285714286
10,0,1.0,0.24962414856310244,1.0,0.5142857142857142,0.6904761904761905
10,1,0.5,0.2948649972677231,1.0,0.4714285714285714,0.6238095238095238
10,2,0.5,0.2485897582438257,0.5,0.5857142857142857,0.7238095238095238
10,3,0.5,0.26800927988908907,0.5,0.5095238095238095,0.680952380952381
10,4,0.5,0.24685112883647284,0.5,0.5714285714285714,0.6904761904761905
10,5,1.0,0.24962414856310244,1.0,0.5142857142857142,0.6904761904761905
10,6,1.0,0.24962414856310244,1.0,0.5142857142857142,0.6904761904761905
10,7,1.0,0.24962414856310244,1.0,0.5142857142857142,0.6904761904761905
10,8,1.0,0.24962414856310244,1.0,0.5142857142857142,0.6904761904761905
10,9,1.0,0.24962414856310244,1.0,0.5142857142857142,0.6904761904761905
11,0,0.5,0.2232196190290981,1.0,0.580952380952381,0.7380952380952381
11,1,0.5,0.23153750046535773,1.0,0.5476190476190477,0.7285714285714285
11,2,0.5,0.243283084973141,1.0,0.6142857142857143,0.7428571428571429
11,3,1.0,0.21861836672933013,1.0,0.5619047619047619,0.7666666666666667
11,4,0.5,0.24086568449382428,1.0,0.5571428571428572,0.6904761904761905
11,5,1.0,0.24212082558208042,1.0,0.5285714285714286,0.719047619047619
11,6,0.5,0.2232196190290981,1.0,0.580952380952381,0.7380952380952381
11,7,0.5,0.2232196190290981,1.0,0.580952380952381,0.7380952380952381
11,8,0.5,0.2232196190290981,1.0,0.580952380952381,0.7380952380952381
11,9,0.5,0.2232196190290981,1.0,0.580952380952381,0.7380952380952381
12,0,0.5,0.22208677728970846,1.0,0.5904761904761905,0.7380952380952381
12,1,0.5,0.22260067391174812,1.0,0.5904761904761905,0.7238095238095238
12,2,0.5,0.24094097012722934,1.0,0.6238095238095238,0.7333333333333333
12,3,1.0,0.2111653384787065,1.0,0.6,0.7666666666666667
12,4,0.5,0.23341367807653216,1.0,0.580952380952381,0.7333333333333333
12,5,1.0,0.22366349233521354,1.0,0.5428571428571428,0.7285714285714285
12,6,0.5,0.22208677728970846,1.0,0.5904761904761905,0.7380952380952381
12,7,0.5,0.22208677728970846,1.0,0.5904761904761905,0.7380952380952381
12,8,0.5,0.22208677728970846,1.0,0.5904761904761905,0.7380952380952381
12,9,0.5,0.22208677728970846,1.0,0.5904761904761905,0.7380952380952381
13,0,0.5,0.22643771767616272,1.0,0.5761904761904761,0.7095238095238096
13,1,0.5,0.2370375590743842,1.0,0.5761904761904761,0.7
13,2,0.5,0.2273054967323939,1.0,0.6238095238095238,0.7380952380952381
13,3,1.0,0.21606651079599504,1.0,0.5857142857142857,0.7523809523809524
13,4,0.5,0.23499132306487472,1.0,0.6047619047619047,0.7380952380952381
13,5,1.0,0.2108829422267499,1.0,0.5666666666666667,0.7380952380952381
13,6,1.0,0.21120963273225007,1.0,0.6,0.7428571428571429
13,7,0.5,0.22643771767616272,1.0,0.5761904761904761,0.7095238095238096
13,8,0.5,0.22643771767616272,1.0,0.5761904761904761,0.7095238095238096
13,9,0.5,0.22643771767616272,1.0,0.5761904761904761,0.7095238095238096
14,0,1.0,0.22353040978864389,1.0,0.5523809523809524,0.7571428571428571
14,1,0.5,0.20434796810150146,1.0,0.6285714285714286,0.780952380952381
14,2,0.5,0.20184104820644413,1.0,0.6666666666666666,0.7952380952380952
14,3,1.0,0.19839956411332996,1.0,0.6238095238095238,0.780952380952381
14,4,1.0,0.1995917848414845,1.0,0.6142857142857143,0.7666666666666667
14,5,1.0,0.2109464676015907,1.0,0.5714285714285714,0.7523809523809524
14,6,0.5,0.2494204276137882,1.0,0.5523809523809524,0.680952380952381
14,7,1.0,0.22353040978864389,1.0,0.5523809523809524,0.7571428571428571
14,8,1.0,0.22353040978864389,1.0,0.5523809523809524,0.7571428571428571
14,9,1.0,0.22353040978864389,1.0,0.5523809523809524,0.7571428571428571
15,0,1.0,0.2213220869501432,1.0,0.5666666666666667,0.7333333333333333
15,1,0.5,0.2328867663939794,1.0,0.580952380952381,0.7333333333333333
15,2,1.0,0.23270349370108712,1.0,0.638095238095238,0.7238095238095238
15,3,1.0,0.21280436279873052,1.0,0.6047619047619047,0.7666666666666667
15,4,0.5,0.1975319540059125,1.0,0.6285714285714286,0.7714285714285715
15,5,1.0,0.2190742901077977,1.0,0.5619047619047619,0.7428571428571429
15,6,1.0,0.21034885970530687,1.0,0.6190476190476191,0.7380952380952381
15,7,0.5,0.21804858357818038,1.0,0.5666666666666667,0.7428571428571429
15,8,1.0,0.2213220869501432,1.0,0.5666666666666667,0.7333333333333333
15,9,1.0,0.2213220869501432,1.0,0.5666666666666667,0.7333333333333333
16,0,1.0,0.22092920017463188,1.0,0.580952380952381,0.7333333333333333
16,1,0.5,0.20792016166227836,1.0,0.6095238095238096,0.7666666666666667
16,2,1.0,0.23428910060061348,1.0,0.638095238095238,0.7428571428571429
16,3,1.0,0.2034178120256574,1.0,0.6238095238095238,0.7571428571428571
16,4,0.5,0.2127025822798411,1.0,0.6238095238095238,0.7476190476190476
16,5,1.0,0.1984020264612304,1.0,0.6,0.7714285714285715
16,6,0.5,0.20086071847213638,1.0,0.6238095238095238,0.7523809523809524
16,7,0.5,0.2115332023413093,1.0,0.5904761904761905,0.7714285714285715
16,8,1.0,0.22092920017463188,1.0,0.580952380952381,0.7333333333333333
16,9,1.0,0.22092920017463188,1.0,0.580952380952381,0.7333333333333333
